sci_job_id;project_id;sum
4;2104;2366,97
5;2104;3408,12
6;2104;5278,75
1;2105;5593,87
2;2105;4311,63
3;2105;2099,87
4;2105;2254,77
5;2105;1243,77
6;2105;2688,01
1;2106;3360,38
2;2106;5229,45
3;2106;3392,94
4;2106;5852,53
5;2106;1654,32
6;2106;2869,57
1;2107;5556,35
2;2107;5300,28
3;2107;3446,37
4;2107;2768,13
5;2107;1732,01
6;2107;1784,56
1;2108;3486,8
2;2108;4943,13
3;2108;1838,29
4;2108;2502,34
5;2108;5437,42
6;2108;3503,6
1;2109;1142,49
2;2109;1558,78
3;2109;4746,06
4;2109;1424,99
5;2109;1098,44
6;2109;4779,43
1;2110;2487,55
2;2110;1809,25
3;2110;4695,13
4;2110;2864,55
5;2110;3560,92
6;2110;1863,21
1;2111;4374,33
2;2111;5947,96
3;2111;1678,96
4;2111;3116,41
5;2111;5078,7
6;2111;3730,62
1;2112;1569,47
2;2112;1778,93
3;2112;4528,41
4;2112;4925,32
5;2112;4494,46
6;2112;3102,28
1;2113;2808,57
2;2113;3605,22
3;2113;3184,52
4;2113;2487,69
5;2113;4330,98
6;2113;5880,26
1;2114;5918,73
2;2114;4859,99
3;2114;1531,47
4;2114;1635
5;2114;5538,4
6;2114;1737,36
1;2115;4726,71
2;2115;2354,69
3;2115;5989,32
4;2115;3619,31
5;2115;3275,1
6;2115;2062,13
1;2116;5710,7
2;2116;3744,88
3;2116;4002,66
4;2116;3072,81
5;2116;3407,43
6;2116;3259,65
1;2117;5539,68
2;2117;5337,48
3;2117;5915,4
4;2117;2855,53
5;2117;5716,57
6;2117;3996,84
1;2118;1524,82
2;2118;3839,4
3;2118;3615,93
4;2118;2604,86
5;2118;1894,12
6;2118;1244,17
1;2119;5590,39
2;2119;1747,89
3;2119;4180,01
4;2119;5786,87
5;2119;2940,45
6;2119;5490,18
1;2120;3124,91
2;2120;1757,3
3;2120;5869,98
4;2120;5763,63
5;2120;1711,11
6;2120;3593,7
1;2121;3413,84
2;2121;1578,23
3;2121;2736,89
4;2121;3109,07
5;2121;4466,6
6;2121;1283,28
1;2122;4031,72
2;2122;3155,53
3;2122;4980,97
4;2122;3727,44
5;2122;4875,89
6;2122;1733,48
1;2123;5901,1
2;2123;2206,33
3;2123;4359,35
4;2123;5320,19
5;2123;1780,69
6;2123;3587,97
1;2124;1318,85
2;2124;2906,03
3;2124;2410,25
4;2124;3128,82
5;2124;5356,17
6;2124;2319,2
1;2125;4427,65
2;2125;3285,44
3;2125;4733,63
4;2125;1025,62
5;2125;3404,75
6;2125;4834,83
1;2126;4381,82
2;2126;3990,64
3;2126;2290,47
4;2126;3244,98
5;2126;3034,94
6;2126;4790,1
1;2127;5649,7
2;2127;3710,18
3;2127;3213,71
4;2127;3306,34
5;2127;5654,52
6;2127;3601,84
1;2128;4443,87
2;2128;1507,27
3;2128;4258,14
4;2128;3228,57
5;2128;4028,67
6;2128;3311
1;2129;5132,75
2;2129;5429,86
3;2129;1304,29
4;2129;5622,17
5;2129;5679,31
6;2129;5538,02
1;2130;2052,94
2;2130;1405,84
3;2130;4795,71
4;2130;4310,8
5;2130;1853,61
6;2130;3522,19
1;2131;4698,19
2;2131;5665,67
3;2131;5175,75
4;2131;3954,31
5;2131;4345,47
6;2131;3277,98
1;2132;3326,38
2;2132;2153,62
3;2132;4122,53
4;2132;4906,09
5;2132;4192,69
6;2132;1958,53
1;2133;1949,27
2;2133;1558,32
3;2133;5515,24
4;2133;1023,21
5;2133;3008,99
6;2133;5394,45
1;2134;5102,18
2;2134;2100,36
3;2134;3775,21
4;2134;1015,4
5;2134;2213,22
6;2134;4781,14
1;2135;3779,22
2;2135;5849,21
3;2135;2836,15
4;2135;1940,26
5;2135;3607,7
6;2135;4581,3
1;2136;5084,51
2;2136;4924,92
3;2136;4811,57
4;2136;3127,62
5;2136;1360,73
6;2136;5194,61
1;2137;3908,68
2;2137;3848,56
3;2137;2325,57
4;2137;2034,54
5;2137;1047,79
6;2137;5596,54
1;2138;2437,46
2;2138;3506,84
3;2138;3310,06
4;2138;5824,5
5;2138;5120,08
6;2138;5036,32
1;2139;4403,2
2;2139;3489,86
3;2139;2796,46
4;2139;4672,06
5;2139;1974,96
6;2139;3520,3
1;2140;2026,26
2;2140;1048,53
3;2140;4134,9
4;2140;5301,44
5;2140;5532,43
6;2140;2103,71
1;2141;3924,81
2;2141;4059,13
3;2141;1562,35
4;2141;3179,97
5;2141;4710,96
6;2141;1608,91
1;2142;4352,36
2;2142;2132,92
3;2142;1490,47
4;2142;3889,46
5;2142;2935,05
6;2142;1644
1;2143;1255,7
2;2143;3557,53
3;2143;3995,97
4;2143;1193,81
5;2143;1066,73
6;2143;4746,55
1;2144;2144,33
2;2144;2887,33
3;2144;4319,09
4;2144;3006,17
5;2144;4466,06
6;2144;2226,58
1;2145;1560,64
2;2145;3128,2
3;2145;4803,36
4;2145;5802,67
5;2145;4048,32
6;2145;3556,96
1;2146;3557,95
2;2146;5504,75
3;2146;1397,44
4;2146;3482,64
5;2146;1930,67
6;2146;2391,6
1;2147;5886,15
2;2147;5029,87
3;2147;1949,06
4;2147;4507,66
5;2147;4815,11
6;2147;3880,33
1;2148;5418,04
2;2148;5141,74
3;2148;2355,51
4;2148;1993,4
5;2148;5295,68
6;2148;2964,6
1;2149;5934,32
2;2149;1824,94
3;2149;3008,55
4;2149;1772,13
5;2149;4309,2
6;2149;1470,69
1;2150;1720,8
2;2150;3350,91
3;2150;1361,82
4;2150;4981,61
5;2150;3013,83
6;2150;2353,7
1;2151;3845,81
2;2151;3301,94
3;2151;2583,3
4;2151;4539,28
5;2151;1364,35
6;2151;1829,4
1;2152;1645,71
2;2152;5870,2
3;2152;4784,82
4;2152;2817,43
5;2152;1378,09
6;2152;4720,14
1;2153;4010,62
2;2153;3281,93
3;2153;3242,48
4;2153;4905,33
5;2153;4306,46
6;2153;2308,88
1;2154;5831,35
2;2154;4594,76
3;2154;3602,65
4;2154;3594,93
5;2154;2018,9
6;2154;4706,88
1;2155;5859,6
2;2155;3856,94
3;2155;2696,89
4;2155;3833,72
5;2155;4305,11
6;2155;5202,16
1;2156;1981,02
2;2156;3902,52
3;2156;2870,35
4;2156;3960,14
5;2156;4607,34
6;2156;4725,22
1;2157;3988,05
2;2157;4506,65
3;2157;3160,45
4;2157;1601,48
5;2157;3004,64
6;2157;2202,8
1;2158;1711,56
2;2158;4243,71
3;2158;1492,93
4;2158;4878,16
5;2158;4098,84
6;2158;1818,83
1;2159;3808,33
2;2159;3156,24
3;2159;4743,24
4;2159;3808,71
5;2159;1789,64
6;2159;2326,22
1;2160;4630,52
2;2160;4992,05
3;2160;3946,28
4;2160;1334,8
5;2160;5985,06
6;2160;1972,73
1;2161;2162,33
2;2161;3607,61
3;2161;3224,86
4;2161;4950,17
5;2161;2192,93
6;2161;4724,25
1;2162;1357,07
2;2162;3143,01
3;2162;1847,92
4;2162;3419,48
5;2162;5496,8
6;2162;5714,27
1;2163;1914,66
2;2163;5482,11
3;2163;2135,66
4;2163;1110,23
5;2163;1681,78
6;2163;3077,29
1;2164;4585,32
2;2164;3921,26
3;2164;2584,04
4;2164;5763,89
5;2164;1631,49
6;2164;2564,98
1;2165;5670,08
2;2165;2375,73
3;2165;2466,85
4;2165;3632,54
5;2165;2809,72
6;2165;4511,86
1;2166;3133,19
2;2166;4006,7
3;2166;4622,46
4;2166;5034,72
5;2166;5457,97
6;2166;2170,93
1;2167;5469,11
2;2167;1759,48
3;2167;3934,07
4;2167;5258,22
5;2167;1568,09
6;2167;2972,56
1;2168;4043,75
2;2168;1006,67
3;2168;2446,44
4;2168;4257,1
5;2168;5192,63
6;2168;4154,2
1;2169;4740,92
2;2169;1030,51
3;2169;5583,88
4;2169;1146,56
5;2169;3455,55
6;2169;3595,39
1;2170;4206,99
2;2170;3531,74
3;2170;4754,99
4;2170;1405,45
5;2170;5487,67
6;2170;2327,81
1;2171;4330,42
2;2171;3578,6
3;2171;1820,2
4;2171;1394,53
5;2171;2696,63
6;2171;1194,85
1;2172;2102,69
2;2172;1759,76
3;2172;5641,47
4;2172;1937,02
5;2172;5679,35
6;2172;3711,5
1;2173;4600,77
2;2173;5702,41
3;2173;1528,95
4;2173;2101,36
5;2173;2843,87
6;2173;1552,57
1;2174;1897,87
2;2174;3383,41
3;2174;5150,94
4;2174;4782,24
5;2174;2438,66
6;2174;4578,28
1;2175;1020,09
2;2175;4038,89
3;2175;3382,74
4;2175;4699,74
5;2175;3040,45
6;2175;2062,23
1;2176;4263,54
2;2176;5270,36
3;2176;1027,94
4;2176;1362,08
5;2176;1437,08
6;2176;1600,52
1;2177;4236,43
2;2177;3051,8
3;2177;1883,01
4;2177;3264,42
5;2177;5146,24
6;2177;1097,63
1;2178;4058,11
2;2178;5259,64
3;2178;4846,42
4;2178;2948,48
5;2178;5441,2
6;2178;1313,28
1;2179;4869,76
2;2179;1584,5
3;2179;2974
4;2179;5090,6
5;2179;5001,42
6;2179;3018
1;2180;4744,62
2;2180;3481,79
3;2180;4722,75
4;2180;4839,11
5;2180;2571,99
6;2180;4909,05
1;2181;3107,88
2;2181;4802,72
3;2181;3406,26
4;2181;1687,67
5;2181;3320,21
6;2181;4248,72
1;2182;3627,63
2;2182;3671,48
3;2182;3868,85
4;2182;3856,06
5;2182;1215,31
6;2182;2659,54
1;2183;3342,04
2;2183;2417,69
3;2183;5947,97
4;2183;3784,65
5;2183;4011,04
6;2183;1420,69
1;2184;1397,68
2;2184;2837,71
3;2184;3436,69
4;2184;4815,34
5;2184;1672,68
6;2184;5888,95
1;2185;2423,36
2;2185;2313,03
3;2185;3813,38
4;2185;1070,49
5;2185;3411,39
6;2185;2845,2
1;2186;1861,13
2;2186;2079,58
3;2186;3860,56
4;2186;5448,78
5;2186;3393,82
6;2186;3547,28
1;2187;1938,55
2;2187;1852,83
3;2187;4160,23
4;2187;5704,44
5;2187;3296,83
6;2187;1053,53
1;2188;2064,66
2;2188;4156,22
3;2188;2531,42
4;2188;2858,28
5;2188;1434,18
6;2188;5583,91
1;2189;4721,64
2;2189;2154,7
3;2189;5429,84
4;2189;2751,57
5;2189;3936,69
6;2189;5473,96
1;2190;1243,12
2;2190;3922,11
3;2190;3515,22
4;2190;5341,42
5;2190;3297,86
6;2190;1332,09
1;2191;1156,91
2;2191;5942,28
3;2191;1664,91
4;2191;5894,97
5;2191;3011,34
6;2191;1213,18
1;2192;1975,87
2;2192;5854,45
3;2192;3824,37
4;2192;1879,94
5;2192;1557,57
6;2192;2598,8
1;2193;3446,53
2;2193;3203,55
3;2193;5043,63
4;2193;2318,61
5;2193;5032,98
6;2193;3646,31
1;2194;1777,47
2;2194;2904,03
3;2194;2205,84
4;2194;3990,68
5;2194;2399,1
6;2194;3307,93
1;2195;3074,8
2;2195;2742,61
3;2195;5101,52
4;2195;5043,63
5;2195;1308,8
6;2195;4048,26
1;2196;3374,62
2;2196;4968,49
3;2196;5969,65
4;2196;2389,77
5;2196;5467,45
6;2196;5037,65
1;2197;4488
2;2197;3892,37
3;2197;1246,59
4;2197;5546,16
5;2197;2142,43
6;2197;3339,94
1;2198;1541,26
2;2198;2971,94
3;2198;5074,96
4;2198;2271,61
5;2198;3775,58
6;2198;5312,86
1;2199;5998,23
2;2199;3533,72
3;2199;1347,6
4;2199;2711,47
5;2199;4528,9
6;2199;3229,1
1;2200;3309,61
2;2200;1862,69
3;2200;5230,88
4;2200;2307,58
5;2200;2781,87
6;2200;4025,62
1;2201;5080,25
2;2201;4978,79
3;2201;4650,42
4;2201;3651,94
5;2201;5504,1
6;2201;3030,09
1;2202;4844,85
2;2202;4098,38
3;2202;2467,81
4;2202;4430,46
5;2202;1166,12
6;2202;2841,63
1;2203;3057,49
2;2203;3753,05
3;2203;3825,53
4;2203;4250,09
5;2203;2770,15
6;2203;3465,41
1;2204;2612,64
2;2204;2964,85
3;2204;3676,75
4;2204;4511,63
5;2204;2012,77
6;2204;2130,28
1;2205;4717,04
2;2205;3294,47
3;2205;3270,28
4;2205;1677,76
5;2205;5918,45
6;2205;2575,19
1;2206;1667,7
2;2206;4050,51
3;2206;2994,63
4;2206;1352,17
5;2206;4724,88
6;2206;3914,85
1;2207;4834,43
2;2207;2212,15
3;2207;2802,51
4;2207;5785,1
5;2207;1508,1
6;2207;4080,31
1;2208;5579,48
2;2208;2527,95
3;2208;4867,68
4;2208;1735,43
5;2208;4997,82
6;2208;2128,72
1;2209;3098,68
2;2209;3582,81
3;2209;5507,9
4;2209;2693,04
5;2209;4459,51
6;2209;1061,38
1;2210;5081,63
2;2210;2722,21
3;2210;4811,64
4;2210;1365,56
5;2210;1812,62
6;2210;4571,3
1;2211;5663,66
2;2211;1313,8
3;2211;5588,23
4;2211;1225,88
5;2211;1559,57
6;2211;1970,66
1;2212;5096,38
2;2212;5087,11
3;2212;3900,58
4;2212;1794,94
5;2212;1127,59
6;2212;4726,22
1;2213;1467,42
2;2213;3425,75
3;2213;4580,49
4;2213;1082,43
5;2213;1463,44
6;2213;5149,55
1;2214;5614,31
2;2214;4401,57
3;2214;2536,14
4;2214;1184,52
5;2214;5821,01
6;2214;2109,73
1;2215;5535,97
2;2215;2426,17
3;2215;4018,05
4;2215;3106,45
5;2215;1484,33
6;2215;4137,91
1;2216;5167,54
2;2216;5747,08
3;2216;2880,49
4;2216;2195,69
5;2216;4571,83
6;2216;1299,65
1;2217;4964,64
2;2217;1976,4
3;2217;3097,12
4;2217;1364,91
5;2217;1185,02
6;2217;2432,72
1;2218;4418,75
2;2218;5601,81
3;2218;2563,76
4;2218;5771,46
5;2218;4305,99
6;2218;1997,58
1;2219;4996,06
2;2219;2035,54
3;2219;2066,97
4;2219;2276,33
5;2219;2883,85
6;2219;4336,77
1;2220;3650,14
2;2220;4165,44
3;2220;4445,54
4;2220;4807,38
5;2220;2723,02
6;2220;5084,84
1;2221;4592,42
2;2221;2173,01
3;2221;3816,76
4;2221;1389,91
5;2221;4719,36
6;2221;3354,99
1;2222;1025,83
2;2222;3854,97
3;2222;3615,62
4;2222;1728,75
5;2222;4992,75
6;2222;3922,89
1;2223;4563,52
2;2223;4193,47
3;2223;1425,27
4;2223;2344,4
5;2223;4810,53
6;2223;2761,87
1;2224;2552,04
2;2224;4451,67
3;2224;5400,12
4;2224;1759,15
5;2224;1581,47
6;2224;4008,77
1;2225;1221,03
2;2225;2038,13
3;2225;5783,57
4;2225;5650,98
5;2225;3065,85
6;2225;5516,08
1;2226;1724,58
2;2226;4649,19
3;2226;5693,39
4;2226;2502,5
5;2226;3337,7
6;2226;1334,91
1;2227;1355,3
2;2227;5196,63
3;2227;1829,62
4;2227;5672,74
5;2227;4893,74
6;2227;4926,22
1;2228;5108,68
2;2228;1332,28
3;2228;3714,06
4;2228;1180,96
5;2228;4856,5
6;2228;1997,95
1;2229;5461,21
2;2229;4428,5
3;2229;4110,14
4;2229;5473,72
5;2229;3182,3
6;2229;2921,18
1;2230;5134,35
2;2230;5971,96
3;2230;3205,94
4;2230;2947,72
5;2230;2411,79
6;2230;4875,18
1;2231;4649,4
2;2231;4823,62
3;2231;1421,69
4;2231;5172,22
5;2231;5198,77
6;2231;1607,08
1;2232;4643,52
2;2232;1867,79
3;2232;2827,72
4;2232;4794,03
5;2232;2116,57
6;2232;3712,58
1;2233;5486,61
2;2233;1037,71
3;2233;4484,35
4;2233;4089,74
5;2233;3472,62
6;2233;5011,24
1;2234;3130,98
2;2234;1025,33
3;2234;3260,9
4;2234;1444,42
5;2234;5857,78
6;2234;2689,27
1;2235;4597,89
2;2235;2229,17
3;2235;1922,4
4;2235;2184,43
5;2235;2199,84
6;2235;5542,16
1;2236;3101,96
2;2236;1901,66
3;2236;2502,51
4;2236;1579,37
5;2236;4951,43
6;2236;2713,54
1;2237;4191,27
2;2237;2663,68
3;2237;5599,38
4;2237;2536,56
5;2237;1050,95
6;2237;5222,15
1;2238;1188,7
2;2238;2094,98
3;2238;4546,09
4;2238;3767,75
5;2238;1293,62
6;2238;5966,94
1;2239;3648,62
2;2239;2938,33
3;2239;3579,32
4;2239;4948,33
5;2239;4188,26
6;2239;4548,68
1;2240;4320,06
2;2240;2350,08
3;2240;1455,1
4;2240;4310,77
5;2240;2171,05
6;2240;2335,76
1;2241;4353,38
2;2241;1813,34
3;2241;2441,69
4;2241;1547,45
5;2241;1978,59
6;2241;4500,85
1;2242;1530,62
2;2242;5082,27
3;2242;2507,19
4;2242;3446,1
5;2242;2014,23
6;2242;2854,91
1;2243;2267,45
2;2243;1412,46
3;2243;2137,94
4;2243;5242,42
5;2243;5831,58
6;2243;4287,91
1;2244;3053,54
2;2244;1030,87
3;2244;5382,18
4;2244;1060,11
5;2244;4801,15
6;2244;3245,71
1;2245;1118,92
2;2245;2094,36
3;2245;5723,83
4;2245;1001,56
5;2245;2831,6
6;2245;5227,85
1;2246;3032,73
2;2246;4057,81
3;2246;4234,05
4;2246;2276,26
5;2246;3611,51
6;2246;1089,05
1;2247;1536,65
2;2247;1189,19
3;2247;5263,68
4;2247;3835,58
5;2247;3640,25
6;2247;2543,08
1;2248;3502,16
2;2248;4678,86
3;2248;1819,98
4;2248;5337,73
5;2248;3243,94
6;2248;1123,66
1;2249;1505,38
2;2249;5319,04
3;2249;2648,96
4;2249;1879,65
5;2249;3361,11
6;2249;3761,43
1;2250;4497,19
2;2250;2129,93
3;2250;2056,71
4;2250;3705,32
5;2250;4085,68
6;2250;1665,12
1;2251;5008,16
2;2251;3400,28
3;2251;5668,78
4;2251;5587,23
5;2251;5877,3
6;2251;3852,8
1;2252;1172,19
2;2252;5695,21
3;2252;5553,25
4;2252;5390,54
5;2252;3663,34
6;2252;4321,98
1;2253;2813,5
2;2253;2414,7
3;2253;5077,42
4;2253;5076,56
5;2253;4851,88
6;2253;3896,19
1;2254;1715,32
2;2254;5567,44
3;2254;2188,74
4;2254;3206,31
5;2254;1912,53
6;2254;1250,58
1;2255;3218,03
2;2255;4567,59
3;2255;5191,78
4;2255;1004,36
5;2255;4430,17
6;2255;2375,93
1;2256;5551,75
2;2256;5469,28
3;2256;1275,06
4;2256;3957,34
5;2256;3250,13
6;2256;2582,93
1;2257;3866,89
2;2257;1973,2
3;2257;4002,89
4;2257;4582,18
5;2257;1554,63
6;2257;4173,68
1;2258;5185,15
2;2258;3521,51
3;2258;5032,25
4;2258;5218,76
5;2258;5907,38
6;2258;2355,45
1;2259;2051,55
2;2259;4018,12
3;2259;2954,62
4;2259;2540,09
5;2259;1462,56
6;2259;4445,76
1;2260;4897,99
2;2260;3440,33
3;2260;4262,96
4;2260;5188,3
5;2260;1475,19
6;2260;5101,81
1;2261;2649,75
2;2261;5070,85
3;2261;3678,29
4;2261;3133,39
5;2261;5555,03
6;2261;2513,08
1;2262;2707,2
2;2262;2703,11
3;2262;1862,08
4;2262;1963,3
5;2262;1162,41
6;2262;2700,82
1;2263;3716,75
2;2263;5577,47
3;2263;1661,14
4;2263;5000,05
5;2263;2306,12
6;2263;4943,07
1;2264;2815,37
2;2264;4242,27
3;2264;5053,29
4;2264;4971,9
5;2264;2596,47
6;2264;2359,24
1;2265;4716,34
2;2265;2316,79
3;2265;1756,44
4;2265;1270,23
5;2265;1325,22
6;2265;1134,01
1;2266;5903,9
2;2266;5476,73
3;2266;5383,42
4;2266;3207,78
5;2266;4280,22
6;2266;1538,72
1;2267;1952,98
2;2267;4993,01
3;2267;1195,27
4;2267;5717,58
5;2267;5945,63
6;2267;3686,98
1;2268;1417,49
2;2268;3528,91
3;2268;3782,55
4;2268;2416,24
5;2268;3053,25
6;2268;5501,53
1;2269;1857,41
2;2269;5468,33
3;2269;3190,19
4;2269;2865,29
5;2269;4097,6
6;2269;1430,13
1;2270;3825,89
2;2270;1005,53
3;2270;4009,41
4;2270;3930,32
5;2270;3549,19
6;2270;2481,15
1;2271;2557,75
2;2271;5479,12
3;2271;1183,87
4;2271;5132,65
5;2271;3655,26
6;2271;4470,15
1;2272;2281,87
2;2272;2275,57
3;2272;1435,16
4;2272;4473,88
5;2272;2391,24
6;2272;3408,21
1;2273;1331,23
2;2273;2515,06
3;2273;1113,1
4;2273;4717,49
5;2273;2826,8
6;2273;5811,62
1;2274;5959,84
2;2274;4439,24
3;2274;5039,37
4;2274;1409,95
5;2274;1313,31
6;2274;3837,74
1;2275;1474,98
2;2275;2646,27
3;2275;5277,21
4;2275;3680,64
5;2275;1590,39
6;2275;5093,81
1;2276;2510,95
2;2276;2378,04
3;2276;4380,18
4;2276;4254,06
5;2276;3529,61
6;2276;3386,37
1;2277;3053,37
2;2277;1575,53
3;2277;4368,8
4;2277;3941,07
5;2277;5535,09
6;2277;3900,97
1;2278;5177,79
2;2278;4776,49
3;2278;5158,08
4;2278;4951,09
5;2278;1382,01
6;2278;5151,56
1;2279;5899,42
2;2279;3271,39
3;2279;4356,98
4;2279;3616,86
5;2279;1170,29
6;2279;5105,66
1;2280;2096,21
2;2280;5429,85
3;2280;4710,62
4;2280;3334,95
5;2280;5369,84
6;2280;3844,64
1;2281;2402,56
2;2281;1119,99
3;2281;5189,01
4;2281;1634,05
5;2281;3128,54
6;2281;5686,66
1;2282;2662,4
2;2282;1518,59
3;2282;5078,44
4;2282;1603,93
5;2282;2280,16
6;2282;4802,23
1;2283;5781,78
2;2283;5503,93
3;2283;1954,31
4;2283;3049,19
5;2283;5698,72
6;2283;4225,05
1;2284;1447,21
2;2284;5784,46
3;2284;5440,63
4;2284;1632,77
5;2284;1988,02
6;2284;4825,03
1;2285;4003,02
2;2285;3108,5
3;2285;1994,75
4;2285;4086,01
5;2285;5445,12
6;2285;5506,61
1;2286;5516,59
2;2286;2991,28
3;2286;4255,8
4;2286;3838,6
5;2286;3611,02
6;2286;2851,02
1;2287;5610,04
2;2287;3571,39
3;2287;4139,54
4;2287;1380,61
5;2287;5091,5
6;2287;2345,41
1;2288;5878,98
2;2288;5421,4
3;2288;4248,85
4;2288;4486,53
5;2288;5444,44
6;2288;2344,95
1;2289;2912,53
2;2289;5261,37
3;2289;3026,76
4;2289;3276,92
5;2289;4256,81
6;2289;3193,63
1;2290;2268,21
2;2290;3424,11
3;2290;4729,05
4;2290;5579,23
5;2290;4640,14
6;2290;1919,37
1;2291;3051,46
2;2291;4244,84
3;2291;3746,97
4;2291;3765,4
5;2291;3284,7
6;2291;4017,65
1;2292;4622
2;2292;4377,27
3;2292;4160,95
4;2292;4689,85
5;2292;1494,25
6;2292;5104,13
1;2293;3161,88
2;2293;2555,9
3;2293;5828,09
4;2293;1524
5;2293;1877,65
6;2293;2927,24
1;2294;4814,5
2;2294;1566,02
3;2294;2059,34
4;2294;1554,22
5;2294;4414,17
6;2294;4278,57
1;2295;3653,57
2;2295;1914,07
3;2295;5321,83
4;2295;1216,96
5;2295;5204,08
6;2295;2821,69
1;2296;4583,4
2;2296;5537,49
3;2296;5470,59
4;2296;4206,64
5;2296;4910,21
6;2296;1382,28
1;2297;1409,3
2;2297;3581,48
3;2297;1424,54
4;2297;3525,99
5;2297;2066,81
6;2297;1598,82
1;2298;3686,46
2;2298;4344,6
3;2298;4197,5
4;2298;3920,22
5;2298;2027,13
6;2298;4050,9
1;2299;4007,38
2;2299;5196,72
3;2299;5664,82
4;2299;1940,06
5;2299;2337,6
6;2299;1143,53
1;2300;4181,36
2;2300;4070,94
3;2300;1648,83
4;2300;1449,77
5;2300;2997,61
6;2300;5709,78
1;2301;5013,24
2;2301;1931,55
3;2301;5197
4;2301;2184,87
5;2301;3783,16
6;2301;4279,95
1;2302;2220,74
2;2302;1542,86
3;2302;4952,89
4;2302;3390,34
5;2302;3061,46
6;2302;4053,27
1;2303;4377,33
2;2303;5818,43
3;2303;2768,92
4;2303;1552,55
5;2303;1669,7
6;2303;3423,28
1;2304;1738,74
2;2304;1434,77
3;2304;1501,63
4;2304;5288,33
5;2304;3230,29
6;2304;3711,94
1;2305;1297,21
2;2305;5245,57
3;2305;5202,76
4;2305;5044,58
5;2305;2105,19
6;2305;1479,24
1;2306;4504,85
2;2306;1134,85
3;2306;5656,08
4;2306;4210,48
5;2306;2559,98
6;2306;4422,06
1;2307;1717,69
2;2307;2952,14
3;2307;4282,9
4;2307;5038,54
5;2307;5113,87
6;2307;2331,66
1;2308;2183,26
2;2308;5536,78
3;2308;1266,11
4;2308;4407,43
5;2308;4922,32
6;2308;3619,37
1;2309;4792,52
2;2309;4688,07
3;2309;1851,16
4;2309;4046,63
5;2309;2897,91
6;2309;3765,6
1;2310;4680,68
2;2310;3652,5
3;2310;4960,06
4;2310;5720,82
5;2310;3321,76
6;2310;3555,84
1;2311;4368,9
2;2311;1946,95
3;2311;3864,69
4;2311;3686,58
5;2311;5740,51
6;2311;1065,95
1;2312;5255,24
2;2312;1914,44
3;2312;3226,79
4;2312;4475,9
5;2312;5693,91
6;2312;5911,35
1;2313;4534,95
2;2313;2883,2
3;2313;2980,21
4;2313;1739,54
5;2313;1404,77
6;2313;5072,71
1;2314;3275,24
2;2314;5629,47
3;2314;3980,11
4;2314;3191,2
5;2314;3006,63
6;2314;2063,29
1;2315;2613,36
2;2315;2180,34
3;2315;3731,57
4;2315;3789,66
5;2315;3434,76
6;2315;5398,75
1;2316;1934,1
2;2316;4836,33
3;2316;4353,47
4;2316;2698,92
5;2316;2867,65
6;2316;5116,15
1;2317;1452,37
2;2317;3133,52
3;2317;5917,45
4;2317;4730,62
5;2317;2680,85
6;2317;2523,56
1;2318;5192,84
2;2318;5041,67
3;2318;4098,65
4;2318;4038,05
5;2318;2509,03
6;2318;2747,36
1;2319;4299,22
2;2319;5844,04
3;2319;4005,16
4;2319;4316,83
5;2319;2662,02
6;2319;5116,36
1;2320;4285,49
2;2320;2841,74
3;2320;3968,68
4;2320;3141,4
5;2320;3836,38
6;2320;2694,28
1;2321;2379,07
2;2321;5706,12
3;2321;3365,32
4;2321;2790,62
5;2321;5808,35
6;2321;5675,96
1;2322;4498,5
2;2322;2819,67
3;2322;2942,44
4;2322;3767,31
5;2322;4894,24
6;2322;5191,05
1;2323;1019,34
2;2323;1151,77
3;2323;4411,32
4;2323;2620,6
5;2323;4717,14
6;2323;2872,69
1;2324;4564,63
2;2324;5518,01
3;2324;1903,07
4;2324;2547,12
5;2324;1693,11
6;2324;4442,73
1;2325;3294,33
2;2325;1686,47
3;2325;5390,67
4;2325;2458,8
5;2325;1955,81
6;2325;3208,22
1;2326;3013,16
2;2326;1283,42
3;2326;1741,45
4;2326;4585,82
5;2326;1136,16
6;2326;5351,39
1;2327;5641,03
2;2327;1502,77
3;2327;1886,81
4;2327;4463,73
5;2327;5518,21
6;2327;3073,47
1;2328;2700,43
2;2328;5744,8
3;2328;5788,49
4;2328;2186,98
5;2328;5803,37
6;2328;2662,6
1;2329;4489,37
2;2329;2205,28
3;2329;2623,64
4;2329;3116,99
5;2329;5793,28
6;2329;1899,8
1;2330;5076,24
2;2330;5503,7
3;2330;2361,64
4;2330;5612,32
5;2330;5466,92
6;2330;3085,15
1;2331;1562,03
2;2331;3720,28
3;2331;3803,59
4;2331;3569,65
5;2331;3977,88
6;2331;3061,83
1;2332;3256,38
2;2332;1166,11
3;2332;1040,54
4;2332;2964,29
5;2332;1578,65
6;2332;1218,36
1;2333;5903,52
2;2333;2355,65
3;2333;1230,79
4;2333;3923,44
5;2333;3855,69
6;2333;2761,87
1;2334;2218,43
2;2334;1700,7
3;2334;1198,62
4;2334;5539,03
5;2334;1063,96
6;2334;3708,66
1;2335;5596,47
2;2335;2269,29
3;2335;5832,87
4;2335;3337,43
5;2335;1018,72
6;2335;5801,55
1;2336;4152,47
2;2336;4413,39
3;2336;4556,31
4;2336;2156,02
5;2336;2600,79
6;2336;4527,13
1;2337;4572,07
2;2337;4413,14
3;2337;2344,98
4;2337;4657,88
5;2337;5979,71
