employee_id;job_id;rank_id;sci_job_id;main_work_id
1260;6;3;2;2712
1261;3;2;1;246
1262;10;2;2;1518
1263;3;2;6;13791
1264;5;4;1;16550
1265;7;1;4;16290
1266;3;3;4;17970
1267;9;3;5;3117
1268;9;3;2;3928
1269;12;3;4;852
1270;7;4;6;3712
1271;11;1;5;1020
1272;6;2;5;9915
1273;4;4;4;17696
1274;11;4;5;6487
1275;3;3;5;6364
1276;11;4;5;7922
1277;7;4;3;17762
1278;3;2;5;16873
1279;8;2;5;9574
1280;5;1;4;1036
1281;3;1;3;345
1282;10;1;1;5954
1283;4;2;5;14651
1284;7;1;3;2596
1285;3;1;6;18976
1286;11;3;6;14433
1287;9;4;2;5797
1288;8;4;1;15795
1289;11;1;4;8604
1290;4;1;6;16068
1291;8;1;3;363
1292;9;4;2;16466
1293;7;4;6;14067
1294;4;4;4;17442
1295;3;3;2;7927
1296;12;1;6;18388
1297;3;2;1;1286
1298;3;3;6;10117
1299;8;2;2;5712
1300;5;4;2;4072
1301;7;2;5;9038
1302;11;4;4;1353
1303;6;3;4;14697
1304;7;1;1;11585
1305;3;3;3;10067
1306;8;4;1;233
1307;3;4;6;18620
1308;6;1;5;1845
1309;10;2;2;11983
1310;3;3;6;1216
1311;5;2;1;2458
1312;3;4;1;1831
1313;6;4;5;10693
1314;10;3;1;14149
1315;3;2;2;16822
1316;5;3;6;13330
1317;9;2;4;18442
1318;5;4;5;14424
1319;5;4;3;6795
1320;5;1;2;14763
1321;7;4;1;3057
1322;8;4;6;2731
1323;9;2;1;17138
1324;11;3;5;15624
1325;3;1;4;17624
1326;6;1;5;14078
1327;9;3;4;7573
1328;4;1;3;14399
1329;3;1;2;7598
1330;9;3;6;18102
1331;10;4;4;4458
1332;11;4;4;11884
1333;6;3;4;13814
1334;3;4;3;18960
1335;3;3;1;14179
1336;12;3;3;6843
1337;8;3;6;18503
1338;10;1;6;8449
1339;9;1;3;5264
1340;12;1;3;17113
1341;11;1;1;4752
1342;11;1;3;10706
1343;12;4;2;13359
1344;3;4;6;10843
1345;5;2;5;13332
1346;9;2;4;13326
1347;6;3;1;19524
1348;7;2;5;17332
1349;10;4;1;12102
1350;12;2;2;18765
1351;3;4;4;1554
1352;5;1;1;13128
1353;6;3;4;13294
1354;6;1;1;6759
1355;5;2;2;7862
1356;3;1;3;1342
1357;5;4;1;15495
1358;12;4;6;919
1359;4;4;2;13128
1360;9;4;5;7419
1361;9;2;2;418
1362;7;1;6;17921
1363;9;1;2;14463
1364;6;3;4;13778
1365;4;2;4;3369
1366;3;2;5;6127
1367;6;1;3;10056
1368;9;4;2;9238
1369;7;1;4;18239
1370;10;4;1;1327
1371;6;3;6;18227
1372;5;1;4;19327
1373;3;1;6;7172
1374;3;2;6;5332
1375;11;1;3;4593
1376;10;1;1;2669
1377;4;2;1;15865
1378;4;2;3;11619
1379;6;3;2;12785
1380;4;4;4;9089
1381;8;4;1;4974
1382;11;4;2;18517
1383;8;4;3;11590
1384;3;3;4;18128
1385;9;2;2;3556
1386;11;4;6;19965
1387;11;4;5;17541
1388;4;4;1;122
1389;10;4;6;2261
1390;7;3;5;7720
1391;5;2;4;6282
1392;6;1;4;14800
1393;12;2;6;3798
1394;3;3;6;1956
1395;6;3;2;12491
1396;10;1;5;5115
1397;7;3;2;991
1398;12;3;1;986
1399;8;4;4;18836
1400;11;4;3;3551
1401;12;1;1;19100
1402;11;1;6;18833
1403;7;2;4;15692
1404;8;3;3;18207
1405;9;4;2;14489
1406;12;1;1;5751
1407;11;1;6;12748
1408;6;3;3;6067
1409;5;4;2;6044
1410;12;1;3;1077
1411;3;1;3;8614
1412;5;2;1;15224
1413;6;1;2;6968
1414;12;3;2;3465
1415;8;1;2;16512
1416;6;4;5;19599
1417;11;3;2;15690
1418;11;2;6;3388
1419;4;1;4;15795
1420;8;4;1;13514
1421;5;1;1;18931
1422;3;3;2;3800
1423;8;3;4;3647
1424;12;2;3;12656
1425;10;2;2;4839
1426;8;1;1;7479
1427;4;1;5;12827
1428;8;1;1;16778
1429;9;3;1;11307
1430;5;1;5;19383
1431;7;1;3;1965
1432;6;2;5;19594
1433;5;1;2;1368
1434;9;4;5;17059
1435;5;3;5;11945
1436;9;4;5;15695
1437;6;3;2;7632
1438;7;4;5;9510
1439;4;2;6;7156
1440;7;3;3;17237
1441;5;4;6;17817
1442;4;2;6;18269
1443;10;1;1;3268
1444;9;3;4;311
1445;6;4;2;14573
1446;7;2;6;16320
1447;9;1;4;15594
1448;6;1;6;1305
1449;11;4;4;19435
1450;5;1;5;9757
1451;4;2;6;5335
1452;8;1;4;14065
1453;12;2;4;2246
1454;6;3;3;333
1455;11;2;2;10879
1456;5;3;3;7232
1457;9;1;3;15496
1458;5;4;2;8006
1459;4;4;6;2683
1460;10;1;1;12636
1461;10;1;1;11518
1462;12;3;2;18330
1463;11;3;1;15039
1464;9;2;5;1685
1465;10;4;5;19264
1466;3;3;6;15364
1467;11;1;6;15171
1468;4;3;3;14041
1469;5;2;3;16944
1470;3;3;4;19418
1471;4;1;2;12071
1472;12;1;6;13813
1473;12;4;4;533
1474;11;1;6;3137
1475;11;2;2;4183
1476;9;2;5;1990
1477;4;3;3;1656
1478;6;3;2;8498
1479;7;3;2;398
1480;7;3;1;9730
1481;11;2;2;14858
1482;11;1;1;13946
1483;4;2;2;19863
1484;10;2;2;17367
1485;9;2;6;436
1486;6;4;6;18388
1487;3;1;6;5507
1488;7;4;4;15949
1489;9;4;6;918
1490;6;3;5;2078
1491;8;2;1;7724
1492;12;2;4;5193
1493;11;1;5;233
1494;8;1;4;3263
1495;8;1;4;19675
1496;9;2;2;18315
1497;3;2;2;4654
1498;5;3;6;6744
1499;3;3;3;18629
1500;9;2;6;5186
1501;9;1;1;5279
1502;8;4;1;11926
1503;11;3;5;4193
1504;12;4;1;10800
1505;8;1;1;14881
1506;7;2;4;5290
1507;11;2;5;10119
1508;5;1;5;1267
1509;4;1;6;19485
1510;6;3;3;15377
1511;6;3;3;1403
1512;10;1;6;10967
1513;7;2;6;18295
1514;5;2;5;8218
1515;10;4;3;7008
1516;5;2;4;2985
1517;3;3;6;9882
1518;4;2;2;13994
1519;11;4;4;2857
1520;9;4;4;9975
1521;6;4;2;18869
1522;9;3;2;8975
1523;5;2;1;860
1524;9;1;6;14662
1525;7;3;4;8622
1526;5;2;6;7868
1527;7;2;2;17833
1528;4;3;3;7840
1529;5;2;1;14033
1530;3;1;4;17531
1531;12;1;5;11273
1532;5;3;1;8693
1533;8;1;4;15926
1534;6;2;4;14460
1535;6;3;3;2850
1536;6;4;6;3453
1537;7;4;4;3095
1538;5;2;3;7322
1539;11;2;3;1600
1540;8;2;3;4198
1541;6;3;3;3244
1542;7;2;6;12019
1543;4;1;3;9128
1544;4;4;5;3711
1545;9;2;4;15440
1546;6;3;4;911
1547;12;3;2;4429
1548;12;2;1;6353
1549;9;2;5;19934
1550;5;1;5;13788
1551;11;1;2;13465
1552;11;3;4;12968
1553;3;1;3;12936
1554;7;2;6;3450
1555;10;1;4;3694
1556;11;4;1;18790
1557;5;2;4;12249
1558;6;4;5;8788
1559;4;1;4;8289
1560;8;4;5;13590
1561;6;1;4;8400
1562;6;3;1;6172
1563;12;2;5;17759
1564;12;1;3;2868
1565;3;4;6;1422
1566;11;3;3;17153
1567;8;1;5;1404
1568;10;4;4;15417
1569;4;1;3;15522
1570;3;1;1;422
1571;8;3;6;12125
1572;11;1;2;2281
1573;8;1;3;14370
1574;3;1;4;2874
1575;10;2;4;6737
1576;9;2;5;8285
1577;12;4;6;2858
1578;10;2;6;9580
1579;8;3;5;9689
1580;4;3;3;10351
1581;7;1;6;15482
1582;9;3;3;2429
1583;11;1;3;3627
1584;8;3;4;8311
1585;8;1;3;1926
1586;11;1;1;13582
1587;3;1;1;13787
1588;7;3;5;8960
1589;6;3;6;19098
1590;9;3;2;14006
1591;9;4;2;4896
1592;3;4;5;15714
1593;6;4;6;11840
1594;10;2;5;7086
1595;11;4;3;1366
1596;4;1;4;10260
1597;3;1;6;7190
1598;3;1;6;11521
1599;3;1;5;1098
1600;11;4;4;19816
1601;3;4;2;5975
1602;12;3;1;14501
1603;11;4;2;4759
1604;9;2;3;15035
1605;9;1;3;9417
1606;7;4;4;14665
1607;12;1;6;767
1608;6;2;1;14068
1609;10;2;5;2731
1610;8;2;5;4065
1611;8;4;1;8843
1612;9;2;2;19904
1613;4;4;5;10435
1614;4;2;2;8621
1615;11;4;4;9645
1616;12;3;5;11117
1617;6;3;1;5171
1618;8;4;6;242
1619;11;3;1;5643
1620;11;2;4;10877
1621;12;4;3;4788
1622;7;3;5;16831
1623;8;1;4;1395
1624;7;2;2;18872
1625;9;1;4;1477
1626;6;3;4;5791
1627;7;1;1;3776
1628;12;1;3;10107
1629;12;4;1;13664
1630;11;1;6;8516
1631;6;3;5;6575
1632;8;3;2;9614
1633;6;4;1;15359
1634;4;3;6;7699
1635;7;4;5;17248
1636;11;1;1;15878
1637;10;4;4;4134
1638;12;2;1;16825
1639;7;2;2;6544
1640;9;1;5;16394
1641;5;2;6;8847
1642;6;1;4;6017
1643;11;1;5;17917
1644;5;3;4;11908
1645;11;1;1;16599
1646;12;1;6;5752
1647;7;1;6;18325
1648;7;4;6;19458
1649;5;4;2;6143
1650;3;3;2;3833
1651;7;1;6;11050
1652;8;4;6;2181
1653;4;2;5;16932
1654;4;2;6;4809
1655;7;2;1;13172
1656;4;2;2;14770
1657;12;1;4;7724
1658;7;1;1;14020
1659;9;2;4;13230
1660;12;1;1;13815
1661;6;4;6;5744
1662;3;2;2;79
1663;12;4;5;11536
1664;12;4;5;1048
1665;11;1;1;10252
1666;7;2;2;144
1667;7;3;2;12149
1668;12;3;6;11782
1669;7;3;6;18554
1670;5;1;6;4582
1671;12;1;5;557
1672;10;1;4;10618
1673;11;4;3;13769
1674;6;2;5;970
1675;5;2;4;1980
1676;11;1;1;9933
1677;12;4;5;3256
1678;7;1;2;2842
1679;3;2;2;6536
1680;4;1;4;7743
1681;10;1;6;1817
1682;12;4;4;4810
1683;11;2;1;13181
1684;7;1;5;6793
1685;12;4;6;1482
1686;12;1;3;938
1687;5;3;4;14236
1688;10;1;3;19172
1689;6;2;4;9345
1690;10;4;4;5777
1691;12;3;2;10823
1692;10;3;5;15162
1693;5;4;6;8775
1694;8;1;2;6016
1695;7;3;1;10012
1696;12;1;3;18350
1697;8;3;4;8904
1698;10;3;1;19464
1699;10;3;5;13528
1700;9;3;6;2370
1701;7;4;6;3875
1702;11;4;4;12942
1703;7;4;6;18922
1704;11;1;5;11040
1705;5;1;4;18484
1706;6;4;3;16449
1707;12;1;5;18732
1708;9;4;4;9185
1709;3;3;4;7137
1710;9;2;2;9845
1711;12;4;5;6842
1712;10;4;6;17839
1713;10;2;2;18357
1714;8;4;4;8122
1715;7;1;4;19875
1716;4;3;1;16643
1717;5;1;5;13310
1718;9;2;1;3192
1719;8;4;5;6200
1720;7;3;1;15566
1721;4;2;4;17303
1722;3;1;4;6115
1723;12;2;5;8696
1724;4;1;1;3614
1725;9;3;3;1922
1726;6;4;2;17909
1727;12;4;1;11368
1728;4;1;1;4235
1729;12;4;4;12818
1730;11;1;2;7986
1731;4;4;3;16889
1732;5;3;2;9567
1733;11;3;6;13542
1734;8;4;5;8292
1735;4;3;1;18647
1736;7;3;5;6457
1737;10;3;5;13612
1738;7;2;6;16137
1739;11;1;6;4413
1740;3;1;4;19321
1741;3;2;4;4779
1742;10;3;3;17559
1743;11;4;4;15556
1744;12;1;5;1344
1745;9;3;2;9751
1746;3;2;4;12603
1747;4;4;4;18207
1748;6;2;4;12923
1749;9;3;4;15011
1750;8;1;1;13375
1751;5;1;2;11867
1752;9;4;5;4123
1753;6;4;4;10496
1754;8;2;4;12641
1755;4;2;2;588
1756;10;1;6;18498
1757;12;1;4;11219
1758;11;2;6;19977
1759;5;2;5;13748
1760;10;2;2;12176
1761;3;2;4;3921
1762;10;4;3;9940
1763;7;4;1;3806
1764;4;3;3;16294
1765;9;3;6;8118
1766;9;1;1;10675
1767;8;4;4;11130
1768;11;3;1;11012
1769;9;2;5;2462
1770;7;1;2;1164
1771;10;2;6;7501
1772;7;1;1;12885
1773;10;3;5;13281
1774;6;4;4;12359
1775;6;1;3;1838
1776;5;2;3;18402
1777;12;2;1;3428
1778;4;4;6;619
1779;11;3;3;13584
1780;11;1;3;5357
1781;11;1;6;2889
1782;6;3;2;11309
1783;12;2;4;10671
1784;4;3;3;5997
1785;10;3;4;9622
1786;5;4;4;3021
1787;9;3;2;8921
1788;7;1;3;15539
1789;5;4;1;2412
1790;9;3;4;5920
1791;6;3;1;10274
1792;4;3;5;4033
1793;11;1;1;2076
1794;4;4;2;351
1795;9;2;6;18054
1796;11;3;1;2985
1797;6;4;5;4411
1798;9;3;2;7240
1799;11;4;2;14102
1800;10;4;3;11704
1801;8;1;6;5088
1802;5;2;6;10228
1803;7;4;5;18011
1804;9;2;6;10861
1805;7;3;5;15402
1806;4;2;3;11010
1807;10;4;1;16155
1808;5;4;6;16757
1809;10;3;6;19134
1810;3;3;5;14947
1811;7;4;4;15118
1812;3;3;2;14556
1813;4;2;6;9683
1814;7;1;5;18854
1815;10;4;6;1152
1816;9;3;6;370
1817;12;2;2;7557
1818;7;2;4;5881
1819;3;4;6;292
1820;4;1;2;10762
1821;3;2;4;1055
1822;10;1;5;9540
1823;11;1;3;3613
1824;11;2;3;11933
1825;9;4;1;1706
1826;6;2;5;14040
1827;11;1;2;17596
1828;12;3;6;10864
1829;11;3;4;4880
1830;8;3;3;2281
1831;3;4;6;13793
1832;11;2;5;19273
1833;7;2;1;8607
1834;11;4;1;1737
1835;9;3;1;1657
1836;5;2;1;5731
1837;6;1;4;17428
1838;9;1;4;16969
1839;10;4;5;3989
1840;5;3;6;1600
1841;8;3;5;19934
1842;9;3;1;19394
1843;5;1;2;13756
1844;7;2;3;11067
1845;8;4;2;12670
1846;6;4;2;3860
1847;9;3;4;12746
1848;7;3;4;7444
1849;10;1;5;6274
1850;3;4;2;7712
1851;4;4;6;14653
1852;10;4;3;6431
1853;3;4;4;9466
1854;6;2;2;19194
1855;6;2;6;10445
1856;8;1;3;2609
1857;6;1;3;15982
1858;12;2;3;18220
1859;9;3;3;7046
1860;8;2;1;7913
1861;12;1;3;14681
1862;7;3;1;5380
1863;6;1;4;2617
1864;3;2;4;9544
1865;6;1;5;19469
1866;7;4;5;18796
1867;8;3;5;19338
1868;11;1;1;10257
1869;7;1;3;18292
1870;6;3;2;4230
1871;9;2;5;14621
1872;4;1;1;359
1873;12;3;2;19878
1874;10;2;2;6758
1875;12;1;3;8476
1876;11;3;6;17060
1877;7;2;3;15865
1878;7;2;6;17779
1879;6;2;1;6384
1880;9;1;5;12017
1881;8;3;1;12509
1882;10;1;4;2254
1883;11;3;4;12932
1884;11;2;4;6310
1885;12;2;4;4325
1886;12;3;6;10658
1887;4;4;5;18494
1888;6;3;6;11309
1889;3;3;5;15121
1890;5;3;1;12011
1891;9;1;4;18709
1892;4;4;1;16540
1893;11;4;5;4677
1894;7;2;4;16024
1895;3;4;1;8776
1896;10;3;2;19975
1897;9;1;4;14380
1898;5;2;1;3255
1899;7;4;1;233
1900;9;2;3;19525
1901;5;2;6;13783
1902;8;3;5;7250
1903;5;1;3;13255
1904;3;3;3;14185
1905;7;4;4;17914
1906;6;1;4;19061
1907;10;2;3;9756
1908;4;4;3;1556
1909;4;3;5;17131
1910;12;4;4;11549
1911;6;3;3;10380
1912;5;4;3;4721
1913;6;1;4;8959
1914;6;2;3;8845
1915;12;4;4;14423
1916;3;3;3;17840
1917;5;2;1;18538
1918;9;3;2;6813
1919;9;3;5;3216
1920;5;2;1;14976
1921;11;1;3;12951
1922;3;2;4;14838
1923;7;1;5;19761
1924;8;3;4;12321
1925;4;2;6;1888
1926;6;3;4;976
1927;6;2;5;19644
1928;9;1;4;13840
1929;8;3;6;3532
1930;6;2;5;2512
1931;5;1;2;7825
1932;4;2;4;15898
1933;10;2;4;7527
1934;4;4;1;2608
1935;10;1;2;17282
1936;4;1;5;9643
1937;10;1;2;10855
1938;5;1;3;4163
1939;3;3;2;1356
1940;8;4;4;9560
1941;9;2;3;3737
1942;11;2;4;2167
1943;4;1;3;6137
1944;6;4;6;8101
1945;11;4;6;18798
1946;7;2;2;15048
1947;11;3;1;3738
1948;8;1;3;9214
1949;11;4;4;2190
1950;8;3;1;18007
1951;4;3;3;12476
1952;9;1;5;2197
1953;4;3;1;3723
1954;12;4;1;15120
1955;3;4;5;15727
1956;10;2;3;15540
1957;5;1;1;9091
1958;8;4;1;12539
1959;9;3;3;7717
1960;10;1;2;12173
1961;3;1;3;417
1962;3;3;1;19202
1963;12;4;3;16066
1964;5;4;2;17161
1965;12;3;1;1186
1966;7;4;3;9277
1967;7;3;5;5005
1968;5;1;2;1201
1969;4;4;1;14908
1970;6;2;4;10716
1971;12;4;2;2975
1972;6;1;4;1577
1973;6;4;2;14350
1974;11;2;3;13241
1975;7;4;5;3154
1976;12;4;5;13876
1977;12;4;2;2230
1978;12;4;5;16014
1979;4;1;6;2364
1980;8;1;3;17289
1981;11;4;4;17758
1982;5;3;5;7309
1983;10;3;4;11243
1984;10;1;5;1488
1985;5;1;2;6934
1986;9;1;6;11588
1987;8;3;4;2296
1988;6;3;3;11386
1989;10;1;3;1197
1990;8;3;6;4169
1991;3;3;3;18383
1992;12;3;2;8503
1993;11;2;6;7934
1994;4;3;1;14294
1995;9;2;1;19244
1996;3;2;1;14953
1997;8;1;3;7351
1998;3;2;5;7307
1999;5;4;2;6662
2000;11;4;6;3769
2001;11;1;5;467
2002;6;3;6;18311
2003;8;4;3;10577
2004;12;3;2;5331
2005;12;4;4;6630
2006;6;2;4;9144
2007;6;2;6;17274
2008;12;3;2;7877
2009;12;4;4;940
2010;4;1;5;15282
2011;10;3;4;8180
2012;9;3;5;17187
2013;9;2;4;14949
2014;5;1;3;6491
2015;7;3;3;8621
2016;11;3;4;10128
2017;7;1;3;14010
2018;10;2;5;7989
2019;7;3;3;1850
2020;5;4;5;13033
2021;8;1;3;8759
2022;10;3;4;10569
2023;10;3;2;17014
2024;11;2;6;12608
2025;6;2;1;18224
2026;12;4;3;18713
2027;4;4;6;18559
2028;12;1;5;2590
2029;11;2;1;1932
2030;11;3;5;12560
2031;6;4;6;11430
2032;11;4;1;10925
2033;12;2;2;19217
2034;12;4;2;16313
2035;4;4;2;16942
2036;9;2;1;7276
2037;7;3;5;10527
2038;3;3;5;12839
2039;8;4;1;8190
2040;3;3;3;4665
2041;6;3;1;19723
2042;10;2;4;17315
2043;3;1;4;6473
2044;7;4;4;19916
2045;7;3;2;12628
2046;4;4;6;17025
2047;9;1;3;15880
2048;6;2;2;16286
2049;10;1;5;8573
2050;4;1;2;8938
2051;8;2;6;2232
2052;10;1;4;12060
2053;4;1;2;2667
2054;3;3;5;11254
2055;10;2;6;11540
2056;10;3;5;4022
2057;10;4;1;17406
2058;8;1;2;12517
2059;8;2;2;10832
2060;4;3;3;9660
2061;8;1;4;17281
2062;10;1;4;8068
2063;6;1;5;17408
2064;3;1;2;17763
2065;11;1;5;2897
2066;6;3;3;18739
2067;10;2;4;11602
2068;6;1;6;8043
2069;4;2;6;2134
2070;11;4;6;6711
2071;6;2;1;17482
2072;3;4;3;8182
2073;4;1;6;2067
2074;10;3;1;1222
2075;11;4;2;17480
2076;8;4;5;18016
2077;10;3;6;18615
2078;8;4;2;10448
2079;12;1;6;18116
2080;11;1;5;16093
2081;12;2;5;19941
2082;3;1;4;19456
2083;12;1;1;15486
2084;8;3;1;14226
2085;4;1;1;1021
2086;4;1;1;5253
2087;11;3;1;4940
2088;4;2;3;17700
2089;5;1;2;13276
2090;11;4;4;10501
2091;9;1;4;17560
2092;8;1;3;16748
2093;6;2;1;8295
2094;8;1;2;16746
2095;4;1;6;15751
2096;7;2;4;2672
2097;12;2;3;18415
2098;4;2;2;18202
2099;11;2;2;7143
2100;12;2;6;4218
2101;3;3;3;11500
2102;8;4;1;16248
2103;11;3;2;5332
2104;5;3;3;1471
2105;10;4;3;8014
2106;4;3;4;1584
2107;10;1;2;3446
2108;4;4;2;18453
2109;7;2;1;8544
2110;7;4;4;7650
2111;9;1;6;17976
2112;4;1;1;2566
2113;11;1;1;15147
2114;9;4;4;8236
2115;3;3;2;7470
2116;5;1;4;8189
2117;8;1;1;16388
2118;10;2;5;4600
2119;9;1;2;10608
2120;12;1;3;12869
2121;7;1;5;11277
2122;7;4;3;18075
2123;7;3;5;13910
2124;7;1;3;15439
2125;6;3;6;6711
2126;12;3;1;435
2127;7;3;4;17681
2128;5;3;4;7262
2129;4;1;5;6394
2130;3;3;4;2328
2131;11;1;2;10021
2132;6;3;4;11674
2133;7;3;4;10805
2134;7;3;1;15040
2135;3;4;6;17617
2136;5;3;4;8593
2137;11;1;5;17090
2138;3;1;3;12137
2139;6;1;2;814
2140;6;3;6;2326
2141;5;4;2;19557
2142;5;1;3;1072
2143;4;2;6;12242
2144;7;3;6;17482
2145;6;3;3;2853
2146;8;1;2;19533
2147;11;1;1;17021
2148;8;3;5;888
2149;6;1;1;6309
2150;7;1;6;8388
2151;8;4;6;12373
2152;8;1;1;13155
2153;8;3;5;15026
2154;9;3;5;2479
2155;8;3;2;13853
2156;7;2;2;15598
2157;10;1;5;14360
2158;11;4;4;6931
2159;10;2;2;16133
2160;5;2;6;14491
2161;3;4;4;17417
2162;3;1;6;11230
2163;12;4;1;13466
2164;8;3;1;16562
2165;4;4;3;8223
2166;8;2;1;1378
2167;12;1;6;8015
2168;5;1;2;4589
2169;5;3;1;14554
2170;12;1;1;265
2171;12;3;6;7180
2172;11;3;4;10801
2173;3;2;4;15584
2174;9;2;4;12793
2175;4;3;5;13028
2176;3;1;4;17790
2177;6;4;4;12316
2178;5;1;1;786
2179;6;1;1;6166
2180;3;3;5;9505
2181;9;1;4;8481
2182;8;4;3;9849
2183;6;2;5;12737
2184;11;3;3;3582
2185;3;4;1;5413
2186;12;4;4;9005
2187;8;1;4;10893
2188;8;4;6;11515
2189;10;1;5;9611
2190;3;1;4;8811
2191;12;4;6;4477
2192;10;3;5;14688
2193;4;4;2;6896
2194;12;1;4;14214
2195;4;1;1;6286
2196;7;4;3;7875
2197;12;1;5;1974
2198;12;1;6;863
2199;3;3;6;1292
2200;3;1;2;3786
2201;5;4;6;16134
2202;4;3;2;1876
2203;12;1;4;11059
2204;10;2;2;3149
2205;3;2;4;1372
2206;8;4;3;16514
2207;7;3;2;17857
2208;6;4;6;639
2209;3;2;1;362
2210;10;3;5;12792
2211;6;4;2;19275
2212;5;4;3;13157
2213;10;4;5;2056
2214;7;2;2;19007
2215;9;3;2;18192
2216;4;1;3;18793
2217;9;3;2;5388
2218;5;4;5;6673
2219;12;1;6;4580
2220;10;3;4;15648
2221;8;1;6;15674
2222;4;2;5;18408
2223;12;1;5;17953
2224;9;4;1;9839
2225;6;1;1;1520
2226;4;3;4;1261
2227;12;4;5;3624
2228;7;4;5;10922
2229;9;2;4;12449
2230;4;1;6;7960
2231;9;1;3;860
2232;10;4;6;6907
2233;6;3;6;461
2234;11;1;5;2501
2235;10;4;5;6632
2236;9;2;6;19487
2237;5;1;4;2909
2238;6;2;4;9457
2239;6;2;3;16449
2240;4;3;4;15016
2241;8;4;4;17914
2242;8;3;4;15847
2243;7;1;1;16219
2244;5;3;6;13987
2245;4;1;4;11139
2246;7;4;3;2753
2247;10;4;2;13554
2248;11;4;1;4746
2249;7;3;2;6753
2250;6;1;3;19317
2251;9;1;4;13873
2252;9;3;2;15724
2253;4;3;1;6099
2254;9;2;6;11199
2255;9;3;1;6105
2256;9;4;4;5029
2257;10;3;4;11506
2258;5;4;4;3064
2259;3;3;4;17806
2260;8;3;5;13079
2261;5;2;3;2254
2262;11;2;5;11017
2263;12;2;6;14925
2264;6;1;2;6719
2265;8;3;5;13860
2266;3;4;6;6996
2267;11;4;6;18197
2268;8;3;3;18582
2269;10;2;4;2083
2270;8;1;3;13911
2271;6;2;1;19190
2272;9;1;1;2186
2273;5;3;4;14363
2274;3;1;1;7047
2275;3;4;4;12583
2276;5;1;2;5939
2277;12;3;3;14665
2278;10;1;2;6293
2279;7;2;6;7835
2280;8;1;3;15897
2281;4;2;3;19246
2282;10;1;4;12176
2283;8;2;1;511
2284;8;3;1;6770
2285;3;1;6;13222
2286;12;3;4;8083
2287;11;1;1;10755
2288;7;1;3;13360
2289;11;4;6;10489
2290;8;3;4;7326
2291;11;2;3;16139
2292;3;2;3;19081
2293;5;4;2;1858
2294;9;1;5;10258
2295;8;3;1;12934
2296;11;2;1;13176
2297;11;2;2;14721
2298;5;2;1;5608
2299;3;2;4;5952
2300;12;4;3;12844
2301;11;1;5;15560
2302;9;4;2;4715
2303;9;4;1;15984
2304;8;2;5;17227
2305;4;1;1;11135
2306;3;4;3;15572
2307;3;2;6;15577
2308;5;4;6;18022
2309;11;2;4;4795
2310;6;1;2;2293
2311;7;2;6;18806
2312;10;4;2;14007
2313;12;1;2;1685
2314;7;3;6;18221
2315;6;3;3;64
2316;3;3;2;9573
2317;8;1;4;7860
2318;6;2;2;11086
2319;5;2;2;7407
2320;10;2;2;11161
2321;10;2;6;12282
2322;12;3;1;14032
2323;10;3;4;11750
2324;10;4;3;15156
2325;11;4;3;7905
2326;11;3;6;230
2327;4;1;2;10875
2328;5;4;4;11038
2329;8;1;3;3098
2330;11;3;5;13210
2331;4;1;5;18020
2332;10;1;6;6889
2333;11;2;5;9971
2334;9;3;4;9846
2335;11;3;6;17441
2336;9;3;3;9394
2337;7;4;2;8480
2338;5;2;3;2655
2339;10;4;2;3012
2340;6;2;1;9817
2341;3;2;6;14131
2342;4;4;6;3394
2343;7;2;1;12819
2344;12;4;6;19877
2345;8;1;4;14501
2346;11;4;6;19002
2347;9;3;4;19462
2348;11;3;2;8019
2349;7;2;4;4820
2350;3;1;4;17244
2351;6;3;6;16842
2352;9;1;5;17128
2353;3;3;3;17586
2354;4;3;1;9594
2355;6;2;3;8370
2356;5;3;2;18276
2357;7;4;3;5175
2358;9;3;1;6145
2359;8;4;2;6217
2360;10;4;3;16135
2361;3;2;5;4065
2362;11;1;1;3028
2363;11;2;3;442
2364;5;2;3;317
2365;3;4;2;2407
2366;8;2;6;17568
2367;12;2;3;6728
2368;12;2;4;10985
2369;6;2;6;15745
2370;8;3;1;13559
2371;12;3;2;17621
2372;11;4;2;8425
2373;11;1;6;19483
2374;7;4;6;14316
2375;9;4;4;5761
2376;10;4;4;12007
2377;12;4;5;17128
2378;4;3;5;12775
2379;4;1;6;15840
2380;11;1;3;7318
2381;4;1;1;8104
2382;9;2;4;17699
2383;12;3;3;3430
2384;6;1;4;15340
2385;6;2;5;2239
2386;11;2;6;3035
2387;7;1;5;4687
2388;7;2;4;3141
2389;4;4;6;11618
2390;9;3;1;15566
2391;12;1;3;13902
2392;4;3;2;17778
2393;3;3;5;16444
2394;10;2;5;3414
2395;5;1;2;15952
2396;3;3;5;6591
2397;8;2;6;5646
2398;6;3;1;16031
2399;4;4;6;19512
2400;8;1;6;12678
2401;7;3;4;5932
2402;10;4;2;15960
2403;8;2;4;6401
2404;9;3;5;7998
2405;9;2;6;2102
2406;12;4;6;7208
2407;10;2;6;17689
2408;8;1;3;17213
2409;8;2;6;6608
2410;7;4;2;12391
2411;6;2;5;6618
2412;7;2;3;14936
2413;4;4;1;15329
2414;8;3;2;304
2415;7;1;4;19177
2416;12;3;2;14744
2417;5;3;4;2334
2418;4;2;6;11120
2419;5;2;1;7498
2420;6;1;4;10646
2421;4;1;1;17532
2422;11;1;1;9333
2423;8;3;2;446
2424;4;2;4;1141
2425;9;4;5;7818
2426;8;3;2;6890
2427;9;1;2;18855
2428;9;3;1;3896
