id;employee_id;begin_date;end_date;sum
2694;6776;17.08.2012;23.08.2012;3642,25
2695;3870;05.12.2013;13.12.2013;4279,17
2696;2489;28.04.2011;06.05.2011;730,93
2697;2716;25.12.2003;28.12.2003;1979,59
2698;987;22.02.2006;01.03.2006;4097,68
2699;9160;23.09.2007;11.10.2007;4510,99
2700;3744;17.10.2007;27.10.2007;280,05
2701;1039;07.07.2003;15.07.2003;4551,72
2702;2670;30.11.2013;16.12.2013;941,4
2703;5320;17.05.2014;27.05.2014;955,55
2704;7465;08.08.2005;22.08.2005;208,04
2705;4289;11.11.2011;21.11.2011;3246,37
2706;92;19.06.2020;24.06.2020;1641,72
2707;5245;23.07.2012;31.07.2012;563,28
2708;8567;08.02.2015;26.02.2015;826,58
2709;589;01.06.2006;20.06.2006;2417,93
2710;1111;17.02.2023;04.03.2023;4267,17
2711;3656;30.03.2012;02.04.2012;163,54
2712;2189;20.05.2021;23.05.2021;0,55
2713;3297;23.01.2004;28.01.2004;4717,65
2714;5389;24.06.2022;09.07.2022;3046,22
2715;1820;18.11.2018;25.11.2018;2875,99
2716;6131;16.04.2010;25.04.2010;1956,01
2717;2670;09.01.2010;23.01.2010;4395,79
2718;2113;24.12.2018;01.01.2019;3328,31
2719;2547;02.05.2004;08.05.2004;3840,66
2720;7681;15.05.2006;27.05.2006;3943,63
2721;8705;15.02.2003;22.02.2003;4967,24
2722;1180;01.03.2021;06.03.2021;1972,02
2723;9322;06.04.2008;16.04.2008;4504,21
2724;7744;22.07.2013;30.07.2013;2563,46
2725;2204;03.03.2012;06.03.2012;2644,41
2726;5433;20.08.2003;26.08.2003;3598,99
2727;7651;08.09.2008;13.09.2008;1096,64
2728;6513;06.09.2008;13.09.2008;299,13
2729;8380;26.04.2007;06.05.2007;4887,71
2730;8505;29.12.2009;16.01.2010;3135,62
2731;6296;24.03.2012;12.04.2012;585,67
2732;7329;15.08.2013;29.08.2013;798,84
2733;6340;07.03.2012;13.03.2012;93,15
2734;8302;12.06.2020;14.06.2020;3393,37
2735;7913;02.08.2015;22.08.2015;536,35
2736;4145;31.08.2019;15.09.2019;956,28
2737;1747;26.08.2016;27.08.2016;2421,9
2738;2477;22.08.2012;24.08.2012;3672,26
2739;3119;26.09.2013;14.10.2013;4098,58
2740;734;15.09.2011;18.09.2011;3038,96
2741;2633;12.03.2005;23.03.2005;940,79
2742;1739;13.04.2006;29.04.2006;2803,79
2743;3258;22.02.2019;01.03.2019;3747,37
2744;5360;29.05.2010;15.06.2010;3967,53
2745;952;06.02.2017;07.02.2017;2083,17
2746;5472;09.09.2009;29.09.2009;4749,51
2747;7993;26.03.2010;12.04.2010;2957,09
2748;1985;12.07.2003;18.07.2003;4909,07
2749;3731;13.08.2019;21.08.2019;4408,55
2750;4135;23.10.2017;30.10.2017;3140,87
2751;1525;22.01.2008;07.02.2008;2476,04
2752;3780;24.02.2018;27.02.2018;4584,01
2753;819;03.05.2020;10.05.2020;745,38
2754;4944;31.12.2004;05.01.2005;2689,2
2755;8764;02.06.2013;04.06.2013;4425,88
2756;6643;20.12.2017;08.01.2018;2337,09
2757;4636;17.04.2005;26.04.2005;3003,76
2758;9066;10.09.2019;29.09.2019;3957,28
2759;9198;27.01.2015;15.02.2015;927,15
2760;795;18.02.2012;24.02.2012;2246,66
2761;7162;28.02.2011;14.03.2011;690,07
2762;512;09.05.2016;17.05.2016;2319,93
2763;4262;02.03.2005;12.03.2005;4719,91
2764;9060;24.03.2022;02.04.2022;4153,12
2765;702;10.12.2018;16.12.2018;4225,83
2766;1015;14.12.2016;22.12.2016;609,92
2767;8153;29.06.2004;19.07.2004;3258,2
2768;4494;24.12.2011;11.01.2012;3964,61
2769;7152;16.09.2003;22.09.2003;2980,66
2770;4386;03.07.2012;09.07.2012;2108,7
2771;205;28.03.2006;16.04.2006;2655,24
2772;5320;21.10.2017;10.11.2017;2404,62
2773;2232;09.08.2018;21.08.2018;3039,04
2774;4750;10.06.2022;29.06.2022;1390,34
2775;1610;12.12.2018;15.12.2018;2480,46
2776;9768;14.12.2021;21.12.2021;691,12
2777;2349;21.08.2005;22.08.2005;104,11
2778;7182;11.03.2008;17.03.2008;4967,36
2779;3519;02.02.2006;04.02.2006;3866,29
2780;8001;02.07.2004;19.07.2004;2340,38
2781;6959;10.05.2014;19.05.2014;3815,16
2782;8727;14.09.2016;28.09.2016;1111,75
2783;2318;25.09.2011;03.10.2011;1944,18
2784;6989;15.09.2015;16.09.2015;364,25
2785;8021;08.03.2012;27.03.2012;3374,04
2786;3279;20.05.2005;24.05.2005;3205,44
2787;1106;21.10.2008;23.10.2008;506,59
2788;7853;30.08.2006;16.09.2006;1932,18
2789;3042;12.12.2003;19.12.2003;3772,61
2790;5212;29.04.2017;03.05.2017;3546,72
2791;7599;04.11.2014;07.11.2014;86,96
2792;1060;23.11.2005;03.12.2005;1411,62
2793;5011;08.04.2011;21.04.2011;4758,27
2794;2257;11.10.2016;23.10.2016;1639,89
2795;1409;02.06.2016;21.06.2016;1205,11
2796;8684;31.03.2007;05.04.2007;428,86
2797;2696;18.04.2016;24.04.2016;206,04
2798;8372;19.10.2012;05.11.2012;250,1
2799;5756;25.03.2020;09.04.2020;757,11
2800;2225;06.12.2008;15.12.2008;4313,35
2801;736;16.01.2017;19.01.2017;3510,33
2802;240;03.10.2015;14.10.2015;3151,95
2803;2557;25.09.2014;11.10.2014;2337,17
2804;6579;08.05.2003;09.05.2003;1036,11
2805;4393;20.10.2018;21.10.2018;3625,76
2806;3604;07.06.2018;14.06.2018;357,52
2807;4125;17.04.2017;25.04.2017;2278,13
2808;7694;21.04.2012;09.05.2012;169,52
2809;1975;02.04.2016;14.04.2016;56,63
2810;8253;28.09.2018;12.10.2018;1829,15
2811;7542;10.10.2007;25.10.2007;4108,67
2812;8571;30.01.2014;16.02.2014;1042,54
2813;8474;03.05.2012;14.05.2012;4279,02
2814;3192;29.10.2004;06.11.2004;4763,54
2815;2448;28.09.2022;30.09.2022;2665,88
2816;1029;17.09.2006;02.10.2006;2585,29
2817;9597;11.06.2013;12.06.2013;2428,26
2818;6541;28.04.2004;05.05.2004;1737,83
2819;1145;26.02.2003;18.03.2003;1932,4
2820;1137;23.11.2021;26.11.2021;4028,47
2821;2967;31.12.2014;01.01.2015;736,84
2822;7455;15.06.2017;02.07.2017;3877,6
2823;677;07.12.2008;10.12.2008;4586,75
2824;1243;01.04.2004;10.04.2004;1179,98
2825;8027;12.08.2004;26.08.2004;802,69
2826;3235;17.02.2023;19.02.2023;2691,9
2827;6545;19.10.2021;27.10.2021;2625,2
2828;6227;10.12.2020;23.12.2020;4105,64
2829;8664;30.10.2015;14.11.2015;126,05
2830;4499;07.11.2009;13.11.2009;931,31
2831;2869;16.02.2014;05.03.2014;242,76
2832;3221;18.08.2009;26.08.2009;1910,18
2833;3333;14.10.2016;18.10.2016;1411,99
2834;8069;23.10.2012;28.10.2012;4808,97
2835;561;24.07.2016;25.07.2016;2375,38
2836;6915;30.01.2014;15.02.2014;2565,05
2837;708;09.05.2022;27.05.2022;3934,99
2838;255;22.12.2014;02.01.2015;3781,06
2839;895;17.11.2018;04.12.2018;2540,5
2840;5211;30.01.2006;01.02.2006;2596,1
2841;6321;22.01.2018;29.01.2018;1954,23
2842;951;05.07.2016;18.07.2016;1633,65
2843;6590;29.07.2016;30.07.2016;2899,39
2844;2137;10.11.2007;12.11.2007;4993,92
2845;5452;02.01.2018;19.01.2018;564,08
2846;3446;19.05.2022;22.05.2022;3440,34
2847;5017;01.04.2019;07.04.2019;4414,68
2848;9771;17.04.2023;05.05.2023;3265,43
2849;6880;06.08.2008;10.08.2008;2903,65
2850;7945;13.02.2009;21.02.2009;4227,72
2851;2580;26.05.2015;02.06.2015;4899,8
2852;1569;14.04.2018;26.04.2018;3913,6
2853;2068;16.09.2009;02.10.2009;306,17
2854;3850;25.01.2011;04.02.2011;1316,92
2855;3816;11.03.2015;26.03.2015;3943,85
2856;3572;25.07.2012;03.08.2012;192,3
2857;5271;18.03.2013;03.04.2013;3673,52
2858;5225;03.12.2010;14.12.2010;3749,41
2859;7768;11.09.2018;28.09.2018;3373,18
2860;6630;17.09.2017;28.09.2017;4329,72
2861;8916;24.01.2004;30.01.2004;3930,59
2862;1780;31.05.2012;19.06.2012;1994,17
2863;4221;25.09.2004;02.10.2004;3115,77
2864;6905;31.01.2015;14.02.2015;2629,07
2865;7564;22.01.2004;27.01.2004;1236,96
2866;2039;18.03.2014;23.03.2014;570,67
2867;6505;16.11.2004;01.12.2004;3739,49
2868;2229;16.07.2007;19.07.2007;4628,43
2869;2290;03.03.2023;14.03.2023;498,56
2870;7304;03.09.2013;05.09.2013;3204,15
2871;2137;22.05.2020;02.06.2020;2917,04
2872;2916;27.04.2013;12.05.2013;166,3
2873;2665;27.04.2010;13.05.2010;2207,27
2874;5916;13.10.2003;19.10.2003;2802,72
2875;4676;16.08.2009;19.08.2009;4549,38
2876;5024;17.11.2016;30.11.2016;94,69
2877;5770;21.04.2016;26.04.2016;4800,52
2878;2375;27.03.2012;31.03.2012;789,11
2879;9022;05.08.2008;17.08.2008;4871,61
2880;5826;09.06.2009;25.06.2009;603,51
2881;2755;16.02.2010;24.02.2010;1153,73
2882;5805;26.03.2003;31.03.2003;2963,98
2883;1465;26.09.2006;05.10.2006;3525,46
2884;1683;20.01.2022;31.01.2022;4334,15
2885;42;18.07.2012;24.07.2012;2466,33
2886;8228;21.05.2011;27.05.2011;2927,78
2887;4653;17.04.2006;18.04.2006;2657,97
2888;6913;22.08.2008;01.09.2008;2774,34
2889;1681;21.07.2015;29.07.2015;2298,27
2890;8305;11.09.2015;26.09.2015;488,2
2891;3219;04.05.2014;06.05.2014;3643,12
2892;3416;18.09.2007;08.10.2007;1508,15
2893;2815;27.11.2009;09.12.2009;3466,03
2894;7573;21.11.2016;26.11.2016;2950
2895;3353;03.12.2016;05.12.2016;3095,82
2896;8405;17.07.2019;27.07.2019;1792,59
2897;9086;09.01.2012;16.01.2012;3271,06
2898;3158;02.11.2010;17.11.2010;2274,44
2899;9005;17.01.2021;24.01.2021;4439,15
2900;1116;02.12.2011;09.12.2011;3371,97
2901;4372;12.06.2003;13.06.2003;3539,18
2902;3402;28.02.2014;17.03.2014;3519,63
2903;6776;03.07.2019;08.07.2019;1457,94
2904;8335;02.07.2004;11.07.2004;3617,84
2905;7174;10.07.2021;22.07.2021;3948,55
2906;9230;22.12.2010;23.12.2010;2278,03
2907;4607;29.11.2016;10.12.2016;1623,11
2908;7001;01.12.2011;02.12.2011;3258,44
2909;8605;30.05.2004;18.06.2004;4247,87
2910;9646;02.05.2011;05.05.2011;1484,35
2911;6396;14.07.2018;28.07.2018;1771,41
2912;980;09.07.2003;17.07.2003;2541,98
2913;338;17.08.2021;29.08.2021;4808,3
2914;3649;04.04.2014;20.04.2014;4727,02
2915;6682;22.01.2014;25.01.2014;2693,45
2916;8074;08.11.2017;28.11.2017;4364,05
2917;7791;28.11.2021;09.12.2021;2805,93
2918;4055;21.04.2019;08.05.2019;760,22
2919;5268;15.05.2022;01.06.2022;4373
2920;3764;09.06.2012;24.06.2012;2929,07
2921;2459;07.10.2014;20.10.2014;3171,03
2922;6784;08.06.2003;12.06.2003;4726,28
2923;5967;10.06.2014;29.06.2014;4789,92
2924;1349;14.06.2006;28.06.2006;1555,72
2925;5576;05.04.2020;18.04.2020;50
2926;8986;24.06.2020;28.06.2020;4988,06
2927;3939;20.03.2019;04.04.2019;2063,03
2928;2935;18.09.2006;05.10.2006;4145,66
2929;8127;22.03.2011;03.04.2011;3640,02
2930;6539;30.05.2019;02.06.2019;3936,88
2931;1938;22.10.2008;11.11.2008;2951,16
2932;4493;21.07.2017;05.08.2017;185,68
2933;3223;21.02.2004;22.02.2004;2007,88
2934;9369;30.07.2017;13.08.2017;2371,21
2935;3502;22.02.2014;09.03.2014;951,37
2936;9474;07.05.2016;14.05.2016;4012,54
2937;7930;26.04.2011;15.05.2011;2941,87
2938;4100;01.10.2018;07.10.2018;1749,38
2939;3926;17.02.2020;05.03.2020;3735,19
2940;7913;01.08.2007;04.08.2007;2436,24
2941;8732;20.02.2009;09.03.2009;1396,86
2942;6369;23.10.2004;05.11.2004;430,02
2943;532;26.05.2006;12.06.2006;3816,33
2944;7409;02.10.2010;07.10.2010;3135,57
2945;9254;24.03.2013;09.04.2013;1721,82
2946;2710;27.06.2015;07.07.2015;624,47
2947;9165;11.12.2012;25.12.2012;1676,11
2948;910;15.01.2012;30.01.2012;1716,42
2949;6451;11.07.2008;30.07.2008;4628,44
2950;4544;04.10.2017;06.10.2017;1467,61
2951;3075;21.04.2006;24.04.2006;1221,76
2952;1114;18.07.2006;21.07.2006;657,02
2953;2632;08.09.2010;09.09.2010;1902,8
2954;2314;06.09.2011;22.09.2011;685,43
2955;740;04.11.2009;23.11.2009;817,65
2956;2392;12.04.2018;20.04.2018;3383,81
2957;3510;25.03.2020;26.03.2020;4755,95
2958;74;16.04.2018;27.04.2018;2172,27
2959;1042;02.02.2023;16.02.2023;1640,81
2960;5077;16.09.2009;02.10.2009;4465,15
2961;602;06.03.2019;15.03.2019;2315,17
2962;8529;16.06.2010;17.06.2010;4946,01
2963;4575;03.05.2022;13.05.2022;4232,29
2964;8007;30.01.2017;01.02.2017;3840,75
2965;925;09.03.2016;20.03.2016;725,8
2966;7150;26.09.2012;08.10.2012;1266,85
2967;7620;22.09.2003;11.10.2003;2635,44
2968;5249;16.07.2022;30.07.2022;588,37
2969;1500;18.02.2022;08.03.2022;2168,76
2970;3079;04.02.2019;09.02.2019;3518,81
2971;6186;29.03.2010;04.04.2010;3360,4
2972;4249;04.03.2012;19.03.2012;3374,28
2973;4591;16.01.2014;01.02.2014;2012,88
2974;5638;05.11.2011;18.11.2011;2935,4
2975;8486;30.11.2008;05.12.2008;3507,85
2976;3806;23.03.2016;11.04.2016;4133,62
2977;4425;24.02.2023;05.03.2023;1000,17
2978;1636;20.02.2008;21.02.2008;3783,88
2979;6005;22.06.2010;12.07.2010;4461,7
2980;3407;04.07.2022;10.07.2022;1342,08
2981;9469;13.05.2018;25.05.2018;1940,83
2982;992;22.08.2007;09.09.2007;4000,74
2983;1499;30.10.2020;10.11.2020;2355,36
2984;3798;16.04.2010;29.04.2010;437,43
2985;98;23.08.2016;29.08.2016;4937,65
2986;984;18.07.2007;06.08.2007;48,15
2987;7330;24.08.2003;29.08.2003;2355,05
2988;4639;04.02.2009;15.02.2009;225,46
2989;9581;15.02.2023;16.02.2023;2138,13
2990;3762;02.07.2006;19.07.2006;4972,53
2991;3583;18.11.2012;23.11.2012;3226,31
2992;6219;19.10.2003;25.10.2003;3168,82
2993;796;30.10.2014;01.11.2014;3809,3
2994;3262;30.06.2008;10.07.2008;2536,01
2995;168;14.06.2004;24.06.2004;621,51
2996;2119;29.01.2023;08.02.2023;4502,25
2997;6685;04.03.2004;12.03.2004;3313,43
2998;4573;25.12.2004;31.12.2004;4103,85
2999;1882;02.11.2008;08.11.2008;4092,08
3000;3744;13.01.2017;31.01.2017;1276,5
3001;7251;28.08.2019;03.09.2019;2135,2
3002;5161;09.07.2020;24.07.2020;2843,76
3003;9431;12.06.2019;29.06.2019;111,45
3004;7329;05.07.2014;08.07.2014;2419,31
3005;3045;08.04.2017;24.04.2017;325,18
3006;5413;17.05.2022;02.06.2022;1823,45
3007;1607;11.04.2016;12.04.2016;1268,36
3008;3443;10.08.2007;18.08.2007;221,63
3009;7395;29.04.2003;10.05.2003;2500,07
3010;704;29.09.2012;08.10.2012;3045,4
3011;4214;04.09.2006;08.09.2006;2659,51
3012;529;28.10.2017;14.11.2017;3589,41
3013;1806;26.04.2008;10.05.2008;2563,11
3014;3897;24.04.2020;10.05.2020;3597,01
3015;9692;12.01.2014;18.01.2014;2199,11
3016;2573;25.02.2014;28.02.2014;533,99
3017;3427;04.01.2009;13.01.2009;2632,46
3018;4780;19.08.2015;03.09.2015;3978,8
3019;7590;25.01.2005;04.02.2005;171,55
3020;8286;30.11.2021;20.12.2021;155,44
3021;3803;07.08.2003;24.08.2003;103,52
3022;9122;08.10.2021;09.10.2021;79,58
3023;8767;26.11.2015;16.12.2015;4665,21
3024;2543;12.10.2015;16.10.2015;3904,93
3025;5383;06.07.2013;20.07.2013;2903,02
3026;562;23.07.2008;28.07.2008;601,47
3027;4020;31.12.2006;12.01.2007;2182,69
3028;1498;11.08.2022;23.08.2022;4348,99
3029;2284;16.10.2019;02.11.2019;764,78
3030;2575;02.11.2005;16.11.2005;1694,53
3031;7943;23.03.2007;06.04.2007;223,48
3032;4215;17.07.2008;29.07.2008;4183,47
3033;9987;01.03.2004;04.03.2004;4847,51
3034;4632;31.07.2011;08.08.2011;47,55
3035;7590;26.07.2019;07.08.2019;656,31
3036;7554;30.10.2007;15.11.2007;2172,15
3037;6702;08.07.2010;23.07.2010;2896,35
3038;9666;07.02.2017;13.02.2017;674,69
3039;9264;01.08.2021;08.08.2021;237,58
3040;2700;27.08.2010;16.09.2010;2815,49
3041;6468;22.02.2021;02.03.2021;1873,69
3042;4903;14.07.2022;30.07.2022;1869,33
3043;1639;11.11.2006;01.12.2006;3809,4
3044;4905;14.06.2008;25.06.2008;2443,63
3045;9093;21.05.2019;25.05.2019;987,16
3046;4543;08.03.2004;27.03.2004;147,96
3047;2018;08.07.2016;10.07.2016;333,57
3048;1800;10.08.2021;27.08.2021;1349,22
3049;8933;07.03.2023;19.03.2023;3522,14
3050;8638;03.02.2008;13.02.2008;4936,56
3051;8492;10.04.2009;29.04.2009;4896,76
3052;9268;14.01.2020;28.01.2020;1061,44
3053;5855;05.05.2015;25.05.2015;566,4
3054;9277;08.02.2015;19.02.2015;2868,85
3055;8096;08.07.2012;25.07.2012;2555,29
3056;6764;22.10.2006;03.11.2006;3295,97
3057;7836;05.02.2008;09.02.2008;4567,17
3058;8782;20.11.2006;09.12.2006;1393,88
3059;3113;12.02.2006;03.03.2006;4571,53
3060;9931;24.08.2022;10.09.2022;4252,18
3061;7344;09.03.2014;23.03.2014;1538,49
3062;9396;05.10.2013;20.10.2013;1846,42
3063;401;24.04.2012;02.05.2012;711,94
3064;4903;02.05.2022;04.05.2022;774,21
3065;9203;27.06.2017;10.07.2017;784,45
3066;3043;07.03.2013;12.03.2013;3458,37
3067;6855;21.03.2010;04.04.2010;1370,93
3068;5552;13.05.2019;18.05.2019;2136,18
3069;6339;04.07.2010;09.07.2010;2710,99
3070;3152;18.07.2012;05.08.2012;3602,27
3071;23;28.04.2004;12.05.2004;3175,26
3072;6106;08.10.2018;23.10.2018;1866,75
3073;3025;05.06.2007;25.06.2007;3258,4
3074;4588;12.06.2011;28.06.2011;287,16
3075;4363;30.04.2016;05.05.2016;2594,48
3076;6735;14.05.2007;22.05.2007;4049,88
3077;4069;04.01.2014;18.01.2014;3426,01
3078;4162;11.08.2022;19.08.2022;3414,11
3079;9588;26.04.2010;16.05.2010;4912,71
3080;5365;13.10.2015;31.10.2015;3667,73
3081;3115;16.06.2016;06.07.2016;4661,41
3082;3184;05.12.2014;21.12.2014;3975,95
3083;2948;10.03.2021;28.03.2021;927,67
3084;6054;30.10.2007;01.11.2007;1292,96
3085;4565;15.04.2009;30.04.2009;181,85
3086;3613;24.11.2005;04.12.2005;1997,72
3087;9700;18.01.2023;23.01.2023;1439,24
3088;9060;24.11.2010;10.12.2010;3686,11
3089;9013;19.04.2018;26.04.2018;2240,9
3090;1032;24.04.2004;01.05.2004;143,72
3091;2461;10.05.2014;20.05.2014;390,4
3092;4756;06.05.2017;12.05.2017;896,07
3093;6144;12.04.2008;26.04.2008;2270,17
3094;445;02.01.2011;16.01.2011;746,53
3095;1399;30.07.2008;14.08.2008;763,66
3096;9086;23.05.2015;11.06.2015;4808,45
3097;3115;27.03.2022;29.03.2022;4397,09
3098;2758;22.04.2011;29.04.2011;1939,33
3099;8848;23.10.2011;07.11.2011;2037,93
3100;1098;31.07.2008;19.08.2008;2508,02
3101;4750;14.03.2006;29.03.2006;3538,04
3102;9977;12.08.2022;17.08.2022;3323,55
3103;4966;08.02.2012;18.02.2012;564,23
3104;1211;07.11.2005;10.11.2005;3493,95
3105;9267;16.12.2009;04.01.2010;2407,8
3106;4871;25.06.2020;03.07.2020;4612,39
3107;5461;09.06.2004;29.06.2004;806,13
3108;5253;30.11.2020;11.12.2020;1788,72
3109;6160;10.01.2013;19.01.2013;1945,68
3110;3310;23.01.2022;31.01.2022;349,82
3111;3066;25.03.2013;27.03.2013;3979,13
3112;5895;27.08.2020;05.09.2020;3545,41
3113;453;03.11.2019;05.11.2019;4116,88
3114;8851;08.10.2022;20.10.2022;3269,98
3115;6956;27.06.2021;29.06.2021;4134,88
3116;2900;11.11.2008;19.11.2008;2166,32
3117;7824;28.08.2018;15.09.2018;179,22
3118;9035;18.02.2013;25.02.2013;3003,05
3119;8494;28.07.2010;07.08.2010;3554,98
3120;1701;01.12.2017;09.12.2017;3049,11
3121;2502;01.01.2005;17.01.2005;1500,29
3122;954;25.03.2009;06.04.2009;2410,11
3123;5186;24.08.2010;12.09.2010;4995,87
3124;1514;01.06.2022;06.06.2022;3292,21
3125;8725;25.04.2005;08.05.2005;2995,45
3126;5331;04.06.2022;24.06.2022;3143,5
3127;983;20.03.2015;02.04.2015;3685,16
3128;1764;01.07.2016;06.07.2016;4725,06
3129;7696;29.04.2007;09.05.2007;2239,49
3130;4872;05.08.2013;12.08.2013;562,7
3131;383;24.07.2014;30.07.2014;2894,86
3132;5507;23.05.2021;27.05.2021;1723,97
3133;2395;06.08.2009;20.08.2009;891,71
3134;2108;19.09.2012;08.10.2012;3406,55
3135;2811;14.04.2007;24.04.2007;3517,33
3136;4061;14.10.2017;29.10.2017;4744,15
3137;5882;28.02.2010;03.03.2010;1040,36
3138;1075;20.06.2015;02.07.2015;909,09
3139;7285;05.02.2018;14.02.2018;2773,59
3140;7064;16.05.2007;31.05.2007;1696,68
3141;8658;12.01.2008;01.02.2008;2442,59
3142;5844;19.02.2006;04.03.2006;3382,83
3143;1737;31.07.2009;19.08.2009;4492,84
3144;8565;20.08.2013;31.08.2013;2432,55
3145;443;03.07.2005;23.07.2005;3600,02
3146;9012;07.12.2008;23.12.2008;1100,45
3147;9726;05.06.2016;13.06.2016;3620,3
3148;6334;21.04.2009;24.04.2009;203,45
3149;6276;06.11.2018;10.11.2018;4286,36
3150;2445;24.05.2022;04.06.2022;3832,06
3151;5990;09.05.2010;24.05.2010;2083,98
3152;8728;24.01.2009;30.01.2009;2120,99
3153;4580;06.03.2014;25.03.2014;830,64
3154;8503;06.04.2013;19.04.2013;4015,4
3155;5746;14.08.2022;31.08.2022;2694,5
3156;7042;21.08.2013;22.08.2013;875,24
3157;3960;11.11.2010;28.11.2010;2224,62
3158;9979;03.04.2021;06.04.2021;2817,49
3159;8402;05.03.2016;08.03.2016;4126,74
3160;6383;30.12.2019;02.01.2020;3563,42
3161;2179;06.11.2021;09.11.2021;2697,15
3162;6273;26.08.2006;10.09.2006;3010,59
3163;5499;01.02.2012;11.02.2012;4851,92
3164;1960;28.07.2014;13.08.2014;222,99
3165;389;15.03.2010;01.04.2010;2926,16
3166;5299;04.04.2023;06.04.2023;2639,94
3167;9386;16.10.2007;31.10.2007;748,62
3168;7373;09.12.2019;14.12.2019;3891,41
3169;9831;28.09.2009;05.10.2009;1123,17
3170;8219;12.12.2013;17.12.2013;3492,89
3171;2468;10.04.2023;13.04.2023;1667,38
3172;1243;03.08.2013;15.08.2013;4980,87
3173;3773;09.01.2009;13.01.2009;65,75
3174;3323;07.07.2005;16.07.2005;579,4
3175;217;18.03.2006;03.04.2006;4181,59
3176;7020;30.03.2005;14.04.2005;3822,06
3177;205;30.03.2012;01.04.2012;4747,53
3178;1258;23.11.2005;26.11.2005;441,35
3179;1010;23.05.2013;07.06.2013;4412,63
3180;8331;27.12.2020;16.01.2021;32,73
3181;1799;01.03.2014;04.03.2014;3593,12
3182;2578;17.03.2021;21.03.2021;2627,04
3183;9931;17.07.2011;25.07.2011;2113,87
3184;8260;02.02.2007;17.02.2007;159,93
3185;8070;15.08.2012;24.08.2012;2725,39
3186;9246;04.06.2018;22.06.2018;4840,02
3187;947;03.01.2003;17.01.2003;2068,12
3188;6886;12.07.2010;01.08.2010;170,14
3189;384;22.04.2021;23.04.2021;15,27
3190;3473;14.09.2017;20.09.2017;3560,11
3191;6021;28.10.2016;11.11.2016;617,99
3192;3683;19.05.2006;24.05.2006;2385,92
3193;2680;22.05.2012;23.05.2012;4530,09
3194;470;05.04.2006;06.04.2006;1155,98
3195;8065;17.09.2022;20.09.2022;1861,9
3196;1567;20.04.2023;07.05.2023;2585,74
3197;4665;13.09.2010;18.09.2010;3613,31
3198;1580;08.09.2006;14.09.2006;1050,81
3199;3944;04.10.2022;18.10.2022;918,11
3200;8634;04.03.2012;05.03.2012;4007,84
3201;4615;28.06.2016;11.07.2016;3575,77
3202;3694;11.02.2016;12.02.2016;1284,47
3203;3424;27.08.2015;03.09.2015;2540,05
3204;9732;29.09.2019;17.10.2019;688,45
3205;2876;01.03.2007;04.03.2007;3463,87
3206;7755;31.03.2016;06.04.2016;840,48
3207;2285;17.01.2010;05.02.2010;1950,69
3208;922;17.04.2014;25.04.2014;653,66
3209;6310;12.01.2012;26.01.2012;1303,82
3210;9086;23.03.2004;05.04.2004;2470,81
3211;8425;12.03.2018;01.04.2018;3716,7
3212;1645;12.02.2022;03.03.2022;4513,64
3213;426;30.06.2011;03.07.2011;472,08
3214;7521;02.12.2008;05.12.2008;2523,28
3215;7815;27.03.2012;09.04.2012;3690,73
3216;7327;12.09.2013;02.10.2013;4144,72
3217;3438;23.02.2015;28.02.2015;3991,85
3218;377;27.01.2019;14.02.2019;3532,02
3219;6414;15.02.2006;25.02.2006;1787,09
3220;2865;16.06.2017;05.07.2017;531,19
3221;4476;04.09.2021;13.09.2021;4760,34
3222;5285;04.02.2018;21.02.2018;3489,32
3223;9366;28.03.2016;14.04.2016;3579,42
3224;5880;18.01.2009;03.02.2009;3128,17
3225;9338;19.03.2009;08.04.2009;2845,5
3226;8816;19.10.2012;23.10.2012;1087,34
3227;3873;04.02.2004;09.02.2004;3590,17
3228;9448;07.11.2006;27.11.2006;2400,22
3229;5657;14.11.2010;02.12.2010;749,75
3230;1533;12.10.2013;29.10.2013;998,09
3231;9427;29.05.2007;06.06.2007;2907,33
3232;6801;20.05.2003;02.06.2003;2671,17
3233;1514;08.08.2021;26.08.2021;543,07
3234;349;30.12.2003;16.01.2004;1112,73
3235;7863;03.04.2013;04.04.2013;1254,76
3236;1155;24.05.2004;08.06.2004;3530,5
3237;8359;02.04.2013;17.04.2013;4301,68
3238;2907;23.01.2015;11.02.2015;4747,85
3239;6902;16.03.2017;30.03.2017;2174,7
3240;2336;01.03.2022;15.03.2022;3488,83
3241;5177;10.04.2008;24.04.2008;1711,82
3242;791;16.09.2003;01.10.2003;2596,8
3243;9377;04.10.2022;12.10.2022;1211,12
3244;7006;11.12.2019;17.12.2019;2576,76
3245;581;19.03.2016;28.03.2016;505,25
3246;6739;23.03.2013;10.04.2013;4554,53
3247;7835;13.09.2014;23.09.2014;792,8
3248;8790;30.03.2004;17.04.2004;3914,28
3249;5392;22.07.2013;25.07.2013;3163,74
3250;6090;02.03.2021;05.03.2021;3149,87
3251;6348;03.11.2014;18.11.2014;3750,74
3252;8760;30.01.2003;18.02.2003;1639,34
3253;2545;30.01.2004;02.02.2004;3753,2
3254;4993;25.05.2008;07.06.2008;2749,85
3255;8755;25.06.2011;14.07.2011;2938,09
3256;8183;02.06.2011;09.06.2011;2409,25
3257;6566;10.09.2020;15.09.2020;1193,28
3258;7792;12.04.2010;23.04.2010;3753,05
3259;3447;29.12.2016;12.01.2017;3758,79
